2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,1,0,6,0,0,2
2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,2,2,2,3>range:2/power:11,0,0,0,0,1,1,1,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,8>speed:1.5/range:0^0^0/start:0^0^0/end:-11^0^0,8>speed:1.5/range:0^0^0/start:0^0^0/end:-11^0^0,8>speed:1.5/range:0^0^0/start:0^0^0/end:-11  ^0^0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,5,0,3>range:5/power:5,3>range:5/power:6,3>range:5/power:7,3>range:5/power:8,3>range:5/power:9,3>range:5/power:10,0,0,0,0,0,2
2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,1,1,0,0,0,0,2,2,2,2,2,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,s,0,0,0,0,0,0,0,0,0,5,0,0,2
2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2
