2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8>speed:2.5f/start:0^-0.5f^0/end:15^-0.5f^0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,0,0,2,2,2,2,2,1>hp:1,1>hp:1,2,2,2,2
2,2,2,0,0,0,0,0,0,1>hp:100,0,0,0,0,0,2
2,2,2,0,0,0,0,0,0,1>hp:100,0,0,0,0,0,2
2,2,2,0,0,0,0,0,0,1>hp:100,0,0,0,6,0,2
2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2
2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2
2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2
2,3>power:10/range:5,0,0,0,0,0,0,0,0,0,0,0,0,3>power:10/range:5,2
2,3>power:10/range:5,0,0,0,0,0,0,0,0,0,0,0,0,3>power:10/range:5,2
2,3>power:10/range:5,0,0,0,0,0,0,0,0,0,0,0,0,3>power:10/range:5,2
8>speed:1.5f/start:0^0^0/end:14^0^0,8>speed:1.5f/start:0^0^0/end:14^0^0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3>power:10/range:5,0,0,0,0,0,0,0,0,0,0,0,0,3>power:10/range:5,2
2,3>power:10/range:5,0,0,0,0,0,0,0,0,0,0,0,0,3>power:10/range:5,2
2,3>power:10/range:5,0,0,0,0,8>speed:2/start:0^0^0/end:-3^-2^0,0,0,8>speed:2/start:0^0^0/end:3^-2^0,0,0,0,0,3>power:10/range:5,2
2,3>power:10/range:5,0,0,0,0,0,0,0,0,0,0,0,0,3>power:10/range:5,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2
2,2,0,0,0,0,8>speed:1.5f/start:0^0^0/end:-3^0^0,0,0,8>speed:1.5f/start:0^0^0/end:3^0^0,0,0,0,0,2,2
2,3>power:10/range:5,0,0,0,0,0,0,0,0,0,0,0,0,3>power:10/range:5,2
2,3>power:10/range:5,0,0,0,0,0,0,0,0,0,0,0,0,3>power:10/range:5,2
2,3>power:10/range:5,0,0,0,0,0,8>speed:2/start:0^0^0/end:-4^-2^0,8>speed:2/start:0^0^0/end:4^-2^0,0,0,0,0,0,3>power:10/range:5,2
2,3>power:10/range:5,0,0,0,0,0,0,0,0,0,0,0,0,3>power:10/range:5,2
2,3>power:10/range:5,0,0,0,0,0,0,0,0,0,0,0,0,3>power:10/range:5,2
2,3>power:10/range:5,0,0,0,0,0,0,0,0,0,0,0,0,3>power:10/range:5,2
2,3>power:10/range:5,0,0,0,0,0,0,0,0,0,0,0,0,3>power:10/range:5,2
2,8>speed:2/start:0^0^0/end:11^0^0,8>speed:2/start:0^0^0/end:11^0^0,8>speed:2/start:0^0^0/end:11^0^0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,5,0,0,0,0,0,0,0,0,0,0,7,0,2
2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2
2,8>speed:2/start:0^0^0/end:11^0^0,8>speed:2/start:0^0^0/end:11^0^0,8>speed:2/start:0^0^0/end:11^0^0,0,0,0,0,0,0,0,0,0,0,0,2
2,3>power:10/range:5,0,0,0,0,0,0,0,0,0,0,0,0,3>power:10/range:5,2
2,3>power:10/range:5,0,0,0,0,0,0,0,0,0,0,0,0,3>power:10/range:5,2
2,3>power:10/range:5,0,0,0,0,0,8>speed:1.5f/start:0^0^0/end:-2^-3^0,8>speed:1.5f/start:0^0^0/end:2^-3^0,0,0,0,0,0,3>power:10/range:5,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2
2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2,3>power:10/range:5,0,0,0,0,0,0,0,0,0,0,0,0,3>power:10/range:5,2
2,3>power:10/range:5,0,0,0,0,0,0,0,0,0,0,0,0,3>power:10/range:5,2
2,3>power:10/range:5,0,8>speed:1/start:0^0^0/end:3^-2^0,0,0,0,0,0,0,0,0,8>speed:1/start:0^0^0/end:-3^-2^0,0,3>power:10/range:5,2
2,3>power:10/range:5,0,0,0,0,0,0,0,0,0,0,0,0,3>power:10/range:5,2
2,3>power:10/range:5,0,0,0,0,0,0,0,0,0,0,0,0,3>power:10/range:5,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,2,2,2,2,0,0,0,0,0,2
2,1>hp:1,1>hp:1,1>hp:1,1>hp:1,1>hp:1,2,2,2,2,1>hp:100,1>hp:100,1>hp:100,1>hp:100,1>hp:100,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,8>speed:2/start:0^0^0/end:0^-2^0,0,0,0,0,0,0,0,0,8>speed:2/start:0^0^0/end:0^-2^0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,8>speed:1/start:0^0^0/end:3^0^0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,8>speed:0.5f/start:0^0^0/end:-3^0^0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2
2,0,0,0,0,5,0,2,2,0,0,0,0,0,0,2
2,0,0,0,2,2,2,2,2,0,0,0,0,0,0,2
2,0,5,0,2,2,2,2,2,0,0,0,0,0,0,2
2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
2,2,2,2,2,2,2,2,2,2,2,8>speed:2.5f/start:0^0^0/end:0^-7^0,0,0,0,2
